Sale ID, Year, Make, Model, Style, Is Active?, On Sale?, Has Sold?, Offer to Seller, Private Price PI, Trade In Price PI, Retail Price PI, CPO Price PI, Private Price L, Trade In Price L, Retail Price L, CPO Price L, Beepi Price
31396,2009,Honda,Accord,EX 4dr Sedan (2.4L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31397,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31398,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31399,2015,Acura,TLX,4dr Sedan (3.5L 6cyl 9A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3140,2012,Volkswagen,Passat,SEL Premium PZEV 4dr Sedan (2.5L 5cyl 6A),N, N, N, 19761,20211,18761,21411,N/A,20211,18761,21411,N/A,N/A
31400,2015,Nissan,NV200,S 4dr Minivan (2.0L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31401,2013,Hyundai,Tucson,GLS 4dr SUV (2.4L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31402,2015,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31403,2012,BMW,3 Series,328i xDrive 2dr Coupe AWD (3.0L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31404,2014,Volkswagen,Touareg,TDI Lux 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31405,2010,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31406,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31407,2013,Subaru,Outback,3.6R Limited 4dr Wagon AWD (3.6L 6cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31408,2014,Mercedes-Benz,GLK-Class,GLK350 4dr SUV (3.5L 6cyl 7A),N, N, N, 21000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31409,2012,Hyundai,Sonata Hybrid,4dr Sedan (2.4L 4cyl gas/electric hybrid 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3141,2013,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 6M),N, N, N, 47807,49340,46455,52536,N/A,49340,46455,52536,N/A,N/A
31410,2014,Kia,Optima,EX Hybrid 4dr Sedan (2.4L 4cyl gas/electric hybrid 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31411,2015,FIAT,500e,2dr Hatchback (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31412,2015,FIAT,500e,2dr Hatchback (electric DD),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31413,2013,BMW,X5,xDrive35i Sport Activity 4dr SUV AWD (3.0L 6cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31414,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31415,2010,Toyota,Prius,II 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31416,2010,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),Y, N, Y, 11584,10566,10355,13283,0,10566,10355,13283,0,12550
31417,2015,FIAT,500e,2dr Hatchback (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31418,2015,FIAT,500e,2dr Hatchback (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31419,2015,FIAT,500,Pop 2dr Hatchback (1.4L 4cyl 5M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3142,2009,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31420,2012,Kia,Forte,EX 4dr Sedan (2.0L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31421,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31422,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31423,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31424,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31425,2016,Toyota,Corolla,LE Plus 4dr Sedan (1.8L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31426,2012,Audi,Q5,3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31427,2014,Dodge,Grand Caravan,SE 4dr Minivan (3.6L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31428,2015,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31429,2013,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3143,2008,BMW,3 Series,335i 2dr Convertible (3.0L 6cyl Turbo 6M),N, N, N, 21343,21011,18928,23454,N/A,21011,18928,23454,N/A,N/A
31430,2013,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31431,2015,Chevrolet,Malibu,LT 4dr Sedan w/2LT (2.5L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31432,2016,Chevrolet,Volt,4dr Hatchback,Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31433,2015,Hyundai,Santa Fe,Limited 4dr SUV (3.3L 6cyl 6A),N, N, N, 27200,26633,24725,29040,29686,26633,24725,29040,29686,N/A
31434,2011,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31435,2014,BMW,i3,4dr Hatchback w/Range Extender (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31436,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31437,2013,Honda,Accord,LX 4dr Sedan (2.4L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31438,2013,Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31439,2016,Honda,Civic,EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3144,2009,Nissan,Murano,SL 4dr SUV (3.5L 6cyl CVT),N, N, N, 17656,17247,15357,19403,N/A,17247,15357,19403,N/A,N/A
31440,2015,BMW,i3,4dr Hatchback w/Range Extender (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31441,2015,BMW,i3,4dr Hatchback w/Range Extender (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31442,2015,Toyota,Camry,XSE 4dr Sedan (3.5L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31443,2002,Toyota,Sequoia,Limited 4WD 4dr SUV (4.7L 8cyl 4A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31444,2013,Toyota,RAV4,Limited 4dr SUV (2.5L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31445,2014,Volkswagen,Tiguan,SE 4dr SUV w/Appearance (2.0L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31446,2014,Acura,MDX,SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A),N, N, N, 36311,36197,33990,39475,42520,36197,33990,39475,42520,37939
31447,2014,Toyota,RAV4 EV,4dr SUV (electric DD),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31448,2013,Honda,Civic,LX 2dr Coupe (1.8L 4cyl 5A),N, N, N, 12250,11416,10003,13437,14411,11416,10003,13437,14411,N/A
31449,2013,Ford,Explorer,Sport 4dr SUV AWD (3.5L 6cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3145,2013,Ford,Mustang,GT 2dr Coupe (5.0L 8cyl 6M),N, N, N, 23182,23888,21938,25475,N/A,23888,21938,25475,N/A,N/A
31450,2016,Mercedes-Benz,E-Class,E400 2dr Convertible (3.0L 6cyl Turbo 7A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31451,2015,Toyota,Camry,SE 4dr Sedan (2.5L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31452,2011,BMW,M3,2dr Coupe (4.0L 8cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31453,2014,Chevrolet,Camaro,LT 2dr Coupe w/2LT (3.6L 6cyl 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31454,2014,Porsche,Cayman,S 2dr Coupe (3.4L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31455,2014,Honda,CR-V,LX 4dr SUV (2.4L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31456,2015,Ford,Fusion,SE 4dr Sedan (2.5L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31457,2014,Volkswagen,Tiguan,SE 4dr SUV w/Appearance (2.0L 4cyl Turbo 6A),N, N, N, 16857,16807,15343,18948,19948,16807,15343,18948,19948,N/A
31458,2013,Tesla,Model S,Performance 4dr Sedan (3-phase  4-pole electric DD),N, N, N, 63500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31459,2013,Nissan,Rogue,S 4dr SUV (2.5L 4cyl CVT),N, N, N, 14906,14854,13429,16946,0,14854,13429,16946,0,N/A
3146,2013,BMW,6 Series,650i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),N, N, N, 72112,74533,71023,78111,N/A,74533,71023,78111,N/A,N/A
31460,2014,Chevrolet,Silverado 1500,Work Truck 2dr Regular Cab LB w/1WT (4.3L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31461,2016,Jeep,Wrangler,Sport 2dr SUV 4WD (3.6L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31462,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31463,2016,Chevrolet,Cruze Limited,1LT 4dr Sedan (1.4L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31464,2010,Dodge,Challenger,R/T 2dr Coupe (5.7L 8cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31465,2015,GMC,Yukon,Denali 4dr SUV 4WD (6.2L 8cyl 8A),N, N, N, 52000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31466,2016,Chevrolet,Malibu Limited,LT 4dr Sedan (2.5L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31467,2014,Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31468,2016,Lexus,NX 200t,4dr SUV AWD (2.0L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31469,2012,Ford,Fusion,SEL 4dr Sedan (2.5L 4cyl 6A),N, N, N, 9490,11078,9490,13210,14994,11078,9490,13210,14994,N/A
3147,2010,Mazda,MAZDA3,i Sport 4dr Sedan (2.0L 4cyl 5A),N, N, N, 10521,10391,9173,11562,N/A,10391,9173,11562,N/A,N/A
31470,2016,Volkswagen,Jetta,1.8T Sport PZEV 4dr Sedan (1.8L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31471,2013,Tesla,Model S,Performance 4dr Sedan (3-phase  4-pole electric DD),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31472,2014,Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Y, N, Y, 30820,30689,28543,33551,38901,30552,28407,33413,38767,32398
31473,2015,Toyota,Tacoma,V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),N, N, N, 27169,27444,25495,29957,30615,27444,25495,29957,30615,N/A
31474,2012,Mazda,CX-9,Touring 4dr SUV (3.7L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31475,2014,Nissan,Versa Note,1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31476,2015,BMW,i3,4dr Hatchback w/Range Extender (electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31477,2015,Hyundai,Santa Fe Sport,2.0T 4dr SUV (2.0L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31478,2012,Ford,Edge,SEL 4dr SUV (3.5L 6cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31479,2011,Lexus,RX 350,4dr SUV AWD (3.5L 6cyl 6A),N, N, N, 23440,23207,21097,26677,30378,23207,21097,26677,30378,N/A
3148,2013,Toyota,Sienna,SE 8-Passenger 4dr Minivan (3.5L 6cyl 6A),N, N, Y, 28564,29386,27564,30869,33487,29386,27564,30869,33487,29900
31480,2014,Volkswagen,Passat,TDI SEL Premium 4dr Sedan (2.0L 4cyl Turbodiesel 6AM),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31481,2013,Chevrolet,Cruze,LS 4dr Sedan (1.8L 4cyl 6M),Y, N, Y, 9909,9384,8058,11142,12772,9384,8058,11142,12772,10908
31482,2016,Honda,Civic,EX 4dr Sedan (2.0L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31483,2015,Acura,TLX,Technology Package 4dr Sedan (3.5L 6cyl 9A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31484,2016,Kia,Forte,LX 4dr Sedan (1.8L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31485,2015,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31486,2012,BMW,X5,xDrive35i Sport Activity 4dr SUV AWD (3.0L 6cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31487,2013,Hyundai,Genesis Coupe,2.0T 2dr Coupe (2.0L 4cyl Turbo 8A),Y, N, Y, 16519,15918,14653,17836,18820,15918,14653,17836,18820,16498
31488,2016,Volkswagen,Jetta,1.4T S 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31489,2012,Buick,Enclave,Premium Group 4dr SUV (3.6L 6cyl 6A),Y, Y, N, 23450,23203,21109,26684,27936,23203,21109,26684,27936,23278
3149,2010,Lexus,HS 250h,Premium 4dr Sedan (2.4L 4cyl gas/electric hybrid CVT),N, N, N, 23326,23282,21121,25633,N/A,23282,21121,25633,N/A,N/A
31490,2012,Honda,Civic,LX 2dr Coupe (1.8L 4cyl 5A),Y, N, Y, 11280,11798,10227,14039,16026,11798,10227,14039,16026,12700
31491,2013,Volkswagen,Beetle,2.5L 2dr Hatchback w/Sunroof  Sound  Navigation (2.5L 5cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31492,2013,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31493,2013,BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31494,2013,Chevrolet,Suburban,LTZ 1500 4dr SUV 4WD (5.3L 8cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31495,2013,Mazda,MAZDA3,i Touring 4dr Hatchback (2.0L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31496,2016,Ford,Fusion Energi,Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31497,2014,Nissan,Pathfinder,Platinum 4dr SUV 4WD (3.5L 6cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31498,2015,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31499,2012,Volkswagen,Passat,SE 4dr Sedan (2.5L 5cyl 5M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3150,2012,Volkswagen,Passat,SE PZEV 4dr Sedan (2.5L 5cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31500,2011,BMW,5 Series,528i 4dr Sedan (3.0L 6cyl 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31501,2011,BMW,5 Series,528i 4dr Sedan (3.0L 6cyl 8A),N, N, N, 21825,21743,19612,24882,26241,21743,19612,24882,26241,N/A
31502,2008,Honda,Civic,Hybrid 4dr Sedan w/Navigation (1.3L 4cyl gas/electric hybrid CVT),Y, N, N, 3501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31503,2016,Honda,Accord,EX w/Honda Sensing 4dr Sedan (2.4L 4cyl CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31504,2014,Lexus,LS 460,4dr Sedan (4.6L 8cyl 8A),Y, Y, N, 52885,50988,47427,55644,60957,50988,47427,55644,60957,54369
31505,2016,Kia,Sportage,LX 4dr SUV (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31506,2014,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31507,2014,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31508,2014,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, Y, 15150,18614,16492,21289,22297,18614,16492,21289,22297,17500
31509,2015,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, Y, 21050,21488,19206,24092,24541,21488,19206,24092,24541,21985
3151,2011,Mercedes-Benz,S-Class,S550 4dr Sedan (5.5L 8cyl 7A),N, N, N, 53651,55226,52651,58253,N/A,55226,52651,58253,N/A,N/A
31510,2013,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31511,2013,Chevrolet,Cruze,Eco 4dr Sedan (1.4L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31512,2014,Honda,Accord,EX-L 2dr Coupe (2.4L 4cyl CVT),N, N, N, 19764,19827,18108,22053,23309,19827,18108,22053,23309,N/A
31513,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31514,2015,Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31515,2013,Tesla,Model S,4dr Sedan (3-phase  4-pole electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31516,2013,Tesla,Model S,4dr Sedan (3-phase  4-pole electric DD),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31517,2014,Mercedes-Benz,E-Class,E350 2dr Coupe (3.5L 6cyl 7A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31518,2011,BMW,3 Series,328i xDrive 4dr Sedan AWD (3.0L 6cyl 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31519,2014,BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3152,2007,Mercedes-Benz,CLS-Class,CLS550 4dr Sedan (5.5L 8cyl 7A),N, N, N, 22836,22000,19586,25095,N/A,22000,19586,25095,N/A,N/A
31520,2013,Volkswagen,Passat,SE PZEV 4dr Sedan w/Sunroof (2.5L 5cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31521,2010,Lexus,LS 460,4dr Sedan (4.6L 8cyl 8A),N, N, N, 26800,29058,26800,33025,35736,29058,26800,33025,35736,N/A
31522,2015,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31523,2014,Toyota,Camry,L 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31524,2011,Porsche,Cayenne,S 4dr SUV 4WD (4.8L 8cyl 8A),N, N, N, 31049,34059,31049,39028,43269,34059,31049,39028,43269,N/A
31525,2013,Ram,1500,Tradesman 4dr Quad Cab SB (4.7L 8cyl 6A),N, N, N, 19176,19196,17149,21977,22872,19196,17149,21977,22872,N/A
31526,2014,Honda,Civic,EX-L w/Navigation 4dr Sedan (1.8L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31527,2014,GMC,Sierra 1500,SLE 4dr Double Cab SB (4.3L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31528,2013,Tesla,Model S,4dr Sedan (3-phase  4-pole electric DD),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31529,2013,Chevrolet,Camaro,ZL1 2dr Coupe (6.2L 8cyl S/C 6M),N, N, N, 36167,38306,36167,41965,44403,38306,36167,41965,44403,N/A
3153,2010,Nissan,Altima,2.5 S 4dr Sedan (2.5L 4cyl CVT),N, N, N, 14200,13993,12479,15605,N/A,13993,12479,15605,N/A,N/A
31530,2013,Honda,Civic,EX-L 4dr Sedan w/Nav (1.8L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31531,2012,Volkswagen,Tiguan,S 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31532,2013,Lexus,IS 250 C,2dr Convertible (2.5L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31533,2013,Volkswagen,Passat,TDI SEL Premium 4dr Sedan (2.0L 4cyl Turbodiesel 6AM),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31534,2013,Hyundai,Genesis,3.8 4dr Sedan (3.8L 6cyl 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31535,2015,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31536,2016,Volvo,XC60,T5 Drive-E Premier 4dr SUV (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31537,2016,Volvo,XC60,T5 Drive-E Premier 4dr SUV (2.0L 4cyl Turbo 8A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
